symbol,date,threshold,PPO,SAC,TD3,LST,LS10,LSR,LCl,weights,section
UUP,2026-07-02,100 (45),0.99( 0.23),0.99( 0.89),1.00( 0.01),0.0009( 0.0006),0.0031( 0.0030),4.2583(  2.4583),0.96(  0.87),"[42, 4, 45, 3, 0, 3, 4]",Stocks to buy
UUP,2026-07-02,100 (45),0.99( 0.23),0.99( 0.89),1.00( 0.01),0.0009( 0.0006),0.0031( 0.0030),4.2583(  2.4583),0.96(  0.87),"[42, 4, 45, 3, 0, 3, 4]",STRONG BUY
UUP,2026-07-02,100 (45),0.99( 0.23),0.99( 0.89),1.00( 0.01),0.0009( 0.0006),0.0031( 0.0030),4.2583(  2.4583),0.96(  0.87),"[42, 4, 45, 3, 0, 3, 4]",Indexes
V,2026-07-02,32 (59),-0.69(-1.54),0.97(-0.02),-1.00(-1.10),0.0041( 0.0026),0.0040(-0.0017),1.7083(  0.7083),0.45(  0.01),"[42, 10, 0, 10, 16, 0, 22]",All Stocks
V,2026-07-02,32 (59),-0.69(-1.54),0.97(-0.02),-1.00(-1.10),0.0041( 0.0026),0.0040(-0.0017),1.7083(  0.7083),0.45(  0.01),"[42, 10, 0, 10, 16, 0, 22]",Finance
VALE,2026-07-02,73 (66),-0.41(-0.51),0.91( 0.01),1.00( 0.01),0.0019(-0.0024),0.0061(-0.0010),-5.1201( -6.1201),0.43(  0.04),"[0, 34, 27, 5, 20, 2, 12]",All Stocks
VALE,2026-07-02,73 (66),-0.41(-0.51),0.91( 0.01),1.00( 0.01),0.0019(-0.0024),0.0061(-0.0010),-5.1201( -6.1201),0.43(  0.04),"[0, 34, 27, 5, 20, 2, 12]",Stocks to buy
VALE,2026-07-02,73 (66),-0.41(-0.51),0.91( 0.01),1.00( 0.01),0.0019(-0.0024),0.0061(-0.0010),-5.1201( -6.1201),0.43(  0.04),"[0, 34, 27, 5, 20, 2, 12]",STRONG BUY
VALE,2026-07-02,73 (66),-0.41(-0.51),0.91( 0.01),1.00( 0.01),0.0019(-0.0024),0.0061(-0.0010),-5.1201( -6.1201),0.43(  0.04),"[0, 34, 27, 5, 20, 2, 12]",Brazilian biggest stocks
VALE,2026-07-02,73 (66),-0.41(-0.51),0.91( 0.01),1.00( 0.01),0.0019(-0.0024),0.0061(-0.0010),-5.1201( -6.1201),0.43(  0.04),"[0, 34, 27, 5, 20, 2, 12]",ADRs
VALE3,2026-07-03,25 (72),-0.98(-1.08),-0.92(-1.02),-1.00(-1.10),0.0067(-0.0013),0.0129( 0.0016),-3.2544( -6.7544),0.35(  0.34),"[4, 5, 0, 64, 25, 2, 0]",All Stocks
VALE3,2026-07-03,25 (72),-0.98(-1.08),-0.92(-1.02),-1.00(-1.10),0.0067(-0.0013),0.0129( 0.0016),-3.2544( -6.7544),0.35(  0.34),"[4, 5, 0, 64, 25, 2, 0]",Brazilian biggest stocks
WEGE3,2026-07-03,67 (68),1.00( 0.00),1.00( 0.90),1.00( 0.00),0.0083( 0.0020),0.0192( 0.0077),5.5743( -0.7257),0.41(  0.40),"[12, 0, 12, 29, 15, 33, 0]",All Stocks
