symbol,date,threshold,PPO,SAC,TD3,LST,LS10,LSR,LCl,weights,section
CPLE6,2025-11-07,100 (77),-0.74(-0.84),0.68( 0.55),1.00( 0.90),0.0052( 0.0019),0.0046( 0.0030),4.5407(  3.1407),0.51(  0.50),"[0, 11, 0, 39, 13, 37, 0]",Stocks to buy
CPLE6,2025-11-07,100 (77),-0.74(-0.84),0.68( 0.55),1.00( 0.90),0.0052( 0.0019),0.0046( 0.0030),4.5407(  3.1407),0.51(  0.50),"[0, 11, 0, 39, 13, 37, 0]",STRONG BUY
CPLE6,2025-11-07,100 (77),-0.74(-0.84),0.68( 0.55),1.00( 0.90),0.0052( 0.0019),0.0046( 0.0030),4.5407(  3.1407),0.51(  0.50),"[0, 11, 0, 39, 13, 37, 0]",Energy
CPLE6,2025-11-07,100 (77),-0.74(-0.84),0.68( 0.55),1.00( 0.90),0.0052( 0.0019),0.0046( 0.0030),4.5407(  3.1407),0.51(  0.50),"[0, 11, 0, 39, 13, 37, 0]",Brazilian Energy
CRM,2026-07-02,16 (59),-1.00(-1.10),0.97(-0.02),-1.00(-1.10),0.0076(-0.0011),0.0079(-0.0061),-0.4098( -9.2098),0.52(  0.01),"[59, 0, 0, 18, 8, 0, 16]",All Stocks
CRM,2026-07-02,16 (59),-1.00(-1.10),0.97(-0.02),-1.00(-1.10),0.0076(-0.0011),0.0079(-0.0061),-0.4098( -9.2098),0.52(  0.01),"[59, 0, 0, 18, 8, 0, 16]",Technology
CSAN,2026-07-02,21 (27),-0.70(-0.80),1.00( 0.03),-1.00(-2.00),-0.0305(-0.0473),-0.0118(-0.0179),0.6066( -1.1934),0.89( -0.08),"[0, 21, 7, 12, 14, 20, 25]",All Stocks
CSAN,2026-07-02,21 (27),-0.70(-0.80),1.00( 0.03),-1.00(-2.00),-0.0305(-0.0473),-0.0118(-0.0179),0.6066( -1.1934),0.89( -0.08),"[0, 21, 7, 12, 14, 20, 25]",ADRs
CSAN3,2026-07-03,68 (35),-0.42(-0.52),-1.00(-1.10),-1.00(-1.10),0.0231( 0.0070),0.0469( 0.0220),0.9787( -7.0213),0.30(  0.04),"[0, 0, 0, 35, 14, 32, 18]",All Stocks
CSAN3,2026-07-03,68 (35),-0.42(-0.52),-1.00(-1.10),-1.00(-1.10),0.0231( 0.0070),0.0469( 0.0220),0.9787( -7.0213),0.30(  0.04),"[0, 0, 0, 35, 14, 32, 18]",Stocks to buy
CSMG3,2026-07-03,100 (67),-0.28(-0.38),-1.00(-1.10),1.00( 0.90),0.0062( 0.0031),0.0127( 0.0022),6.5574(  5.4574),0.73(  0.28),"[0, 0, 0, 3, 31, 32, 34]",All Stocks
CSMG3,2026-07-03,100 (67),-0.28(-0.38),-1.00(-1.10),1.00( 0.90),0.0062( 0.0031),0.0127( 0.0022),6.5574(  5.4574),0.73(  0.28),"[0, 0, 0, 3, 31, 32, 34]",Stocks to buy
CSMG3,2026-07-03,100 (67),-0.28(-0.38),-1.00(-1.10),1.00( 0.90),0.0062( 0.0031),0.0127( 0.0022),6.5574(  5.4574),0.73(  0.28),"[0, 0, 0, 3, 31, 32, 34]",STRONG BUY
DUK,2026-07-02,68 (41),0.56( 0.46),0.90(-0.06),-1.00(-1.11),0.0024( 0.0018),0.0064( 0.0030),5.2036(  2.1036),0.52(  0.00),"[0, 29, 2, 12, 18, 26, 12]",All Stocks
DUK,2026-07-02,68 (41),0.56( 0.46),0.90(-0.06),-1.00(-1.11),0.0024( 0.0018),0.0064( 0.0030),5.2036(  2.1036),0.52(  0.00),"[0, 29, 2, 12, 18, 26, 12]",Stocks to buy
DUK,2026-07-02,68 (41),0.56( 0.46),0.90(-0.06),-1.00(-1.11),0.0024( 0.0018),0.0064( 0.0030),5.2036(  2.1036),0.52(  0.00),"[0, 29, 2, 12, 18, 26, 12]",American stocks
DUK,2026-07-02,68 (41),0.56( 0.46),0.90(-0.06),-1.00(-1.11),0.0024( 0.0018),0.0064( 0.0030),5.2036(  2.1036),0.52(  0.00),"[0, 29, 2, 12, 18, 26, 12]",Energy
EALT3,2026-07-02,31 (23),0.27(-0.03),0.99( 0.01),1.00( 0.00),0.0113( 0.0004),0.0530(-0.0076),-0.2115( -3.9115),0.37( -0.06),"[23, 9, 10, 13, 11, 17, 18]",All Stocks
EALT3,2026-07-02,31 (23),0.27(-0.03),0.99( 0.01),1.00( 0.00),0.0113( 0.0004),0.0530(-0.0076),-0.2115( -3.9115),0.37( -0.06),"[23, 9, 10, 13, 11, 17, 18]",Stocks to buy
EALT4,2026-07-03,25 (44),0.41( 0.10),0.13(-0.22),1.00( 0.90),0.0017(-0.0145),0.0074(-0.0059),0.2036( -4.7964),0.52( -0.01),"[25, 18, 0, 0, 22, 34, 0]",All Stocks
EBR,2025-11-07,75 (81),-1.00(-1.10),-0.92(-1.02),-1.00(-1.79),-0.0011(-0.0012),-0.0004(-0.0022),6.2725(  4.9725),0.33(  0.08),"[3, 5, 4, 7, 6, 5, 70]",All Stocks
EBR,2025-11-07,75 (81),-1.00(-1.10),-0.92(-1.02),-1.00(-1.79),-0.0011(-0.0012),-0.0004(-0.0022),6.2725(  4.9725),0.33(  0.08),"[3, 5, 4, 7, 6, 5, 70]",ADRs
EBR,2025-11-07,75 (81),-1.00(-1.10),-0.92(-1.02),-1.00(-1.79),-0.0011(-0.0012),-0.0004(-0.0022),6.2725(  4.9725),0.33(  0.08),"[3, 5, 4, 7, 6, 5, 70]",Energy
ELET3,2025-11-26,100 (75),0.27( 0.17),0.98( 0.01),1.00( 0.90),0.0013( 0.0012),0.0081( 0.0062),4.6523(  3.5523),1.00(  0.05),"[59, 16, 0, 5, 8, 4, 9]",All Stocks
ELET3,2025-11-26,100 (75),0.27( 0.17),0.98( 0.01),1.00( 0.90),0.0013( 0.0012),0.0081( 0.0062),4.6523(  3.5523),1.00(  0.05),"[59, 16, 0, 5, 8, 4, 9]",Stocks to buy
ELET3,2025-11-26,100 (75),0.27( 0.17),0.98( 0.01),1.00( 0.90),0.0013( 0.0012),0.0081( 0.0062),4.6523(  3.5523),1.00(  0.05),"[59, 16, 0, 5, 8, 4, 9]",STRONG BUY
ELET3,2025-11-26,100 (75),0.27( 0.17),0.98( 0.01),1.00( 0.90),0.0013( 0.0012),0.0081( 0.0062),4.6523(  3.5523),1.00(  0.05),"[59, 16, 0, 5, 8, 4, 9]",Energy
ELET3,2025-11-26,100 (75),0.27( 0.17),0.98( 0.01),1.00( 0.90),0.0013( 0.0012),0.0081( 0.0062),4.6523(  3.5523),1.00(  0.05),"[59, 16, 0, 5, 8, 4, 9]",Brazilian Energy
ELET5,2025-11-07,11 (59),0.60(-0.05),0.79(-0.05),1.00( 0.90),0.0056( 0.0012),0.0048( 0.0012),-4.9657( -9.2657),0.45( -0.01),"[6, 46, 0, 6, 5, 31, 5]",All Stocks
ELET5,2025-11-07,11 (59),0.60(-0.05),0.79(-0.05),1.00( 0.90),0.0056( 0.0012),0.0048( 0.0012),-4.9657( -9.2657),0.45( -0.01),"[6, 46, 0, 6, 5, 31, 5]",Energy
ELET5,2025-11-07,11 (59),0.60(-0.05),0.79(-0.05),1.00( 0.90),0.0056( 0.0012),0.0048( 0.0012),-4.9657( -9.2657),0.45( -0.01),"[6, 46, 0, 6, 5, 31, 5]",Brazilian Energy
ELET6,2025-11-26,84 (35),-0.71(-0.81),0.99( 0.67),1.00( 0.90),0.0076( 0.0004),-0.0033(-0.0034),3.6131(  0.2131),0.99(  0.78),"[8, 10, 6, 34, 8, 15, 18]",All Stocks
ELET6,2025-11-26,84 (35),-0.71(-0.81),0.99( 0.67),1.00( 0.90),0.0076( 0.0004),-0.0033(-0.0034),3.6131(  0.2131),0.99(  0.78),"[8, 10, 6, 34, 8, 15, 18]",Stocks to buy
ELET6,2025-11-26,84 (35),-0.71(-0.81),0.99( 0.67),1.00( 0.90),0.0076( 0.0004),-0.0033(-0.0034),3.6131(  0.2131),0.99(  0.78),"[8, 10, 6, 34, 8, 15, 18]",STRONG BUY
ELET6,2025-11-26,84 (35),-0.71(-0.81),0.99( 0.67),1.00( 0.90),0.0076( 0.0004),-0.0033(-0.0034),3.6131(  0.2131),0.99(  0.78),"[8, 10, 6, 34, 8, 15, 18]",Energy
ELET6,2025-11-26,84 (35),-0.71(-0.81),0.99( 0.67),1.00( 0.90),0.0076( 0.0004),-0.0033(-0.0034),3.6131(  0.2131),0.99(  0.78),"[8, 10, 6, 34, 8, 15, 18]",Brazilian Energy
ELP,2025-12-24,15 (39),0.32(-0.02),0.93(-0.03),-0.77(-1.12),0.0068( 0.0008),0.0065(-0.0009),-5.5512( -6.6512),0.00( -0.09),"[39, 27, 2, 15, 11, 3, 3]",All Stocks
ELP,2025-12-24,15 (39),0.32(-0.02),0.93(-0.03),-0.77(-1.12),0.0068( 0.0008),0.0065(-0.0009),-5.5512( -6.6512),0.00( -0.09),"[39, 27, 2, 15, 11, 3, 3]",ADRs
ELP,2025-12-24,15 (39),0.32(-0.02),0.93(-0.03),-0.77(-1.12),0.0068( 0.0008),0.0065(-0.0009),-5.5512( -6.6512),0.00( -0.09),"[39, 27, 2, 15, 11, 3, 3]",Energy
ENEV3,2026-07-03,51 (51),0.74(-0.03),-0.83(-1.59),-0.97(-1.07),0.0048( 0.0046),0.0040( 0.0039),6.7742(  5.6742),0.38(  0.37),"[44, 3, 2, 4, 3, 44, 0]",All Stocks
ENEV3,2026-07-03,51 (51),0.74(-0.03),-0.83(-1.59),-0.97(-1.07),0.0048( 0.0046),0.0040( 0.0039),6.7742(  5.6742),0.38(  0.37),"[44, 3, 2, 4, 3, 44, 0]",Stocks to buy
ENEV3,2026-07-03,51 (51),0.74(-0.03),-0.83(-1.59),-0.97(-1.07),0.0048( 0.0046),0.0040( 0.0039),6.7742(  5.6742),0.38(  0.37),"[44, 3, 2, 4, 3, 44, 0]",Energy
ENEV3,2026-07-03,51 (51),0.74(-0.03),-0.83(-1.59),-0.97(-1.07),0.0048( 0.0046),0.0040( 0.0039),6.7742(  5.6742),0.38(  0.37),"[44, 3, 2, 4, 3, 44, 0]",Brazilian Energy
EQTL3,2026-07-03,100 (53),0.26( 0.16),1.00( 0.90),-1.00(-1.10),0.0054( 0.0003),0.0089( 0.0024),6.8067(  4.5067),0.64(  0.05),"[0, 0, 0, 53, 27, 1, 18]",All Stocks
EQTL3,2026-07-03,100 (53),0.26( 0.16),1.00( 0.90),-1.00(-1.10),0.0054( 0.0003),0.0089( 0.0024),6.8067(  4.5067),0.64(  0.05),"[0, 0, 0, 53, 27, 1, 18]",Stocks to buy
EQTL3,2026-07-03,100 (53),0.26( 0.16),1.00( 0.90),-1.00(-1.10),0.0054( 0.0003),0.0089( 0.0024),6.8067(  4.5067),0.64(  0.05),"[0, 0, 0, 53, 27, 1, 18]",STRONG BUY
EQTL3,2026-07-03,100 (53),0.26( 0.16),1.00( 0.90),-1.00(-1.10),0.0054( 0.0003),0.0089( 0.0024),6.8067(  4.5067),0.64(  0.05),"[0, 0, 0, 53, 27, 1, 18]",Energy
EQTL3,2026-07-03,100 (53),0.26( 0.16),1.00( 0.90),-1.00(-1.10),0.0054( 0.0003),0.0089( 0.0024),6.8067(  4.5067),0.64(  0.05),"[0, 0, 0, 53, 27, 1, 18]",Brazilian Energy
EWZ,2026-07-02,29 (53),0.63(-0.05),-0.83(-0.93),0.15(-0.22),0.0048(-0.0003),0.0036( 0.0033),0.9581( -0.7419),0.32(  0.01),"[26, 0, 1, 19, 28, 24, 1]",All Stocks
EWZ,2026-07-02,29 (53),0.63(-0.05),-0.83(-0.93),0.15(-0.22),0.0048(-0.0003),0.0036( 0.0033),0.9581( -0.7419),0.32(  0.01),"[26, 0, 1, 19, 28, 24, 1]",Indexes
EWZ,2026-07-02,29 (53),0.63(-0.05),-0.83(-0.93),0.15(-0.22),0.0048(-0.0003),0.0036( 0.0033),0.9581( -0.7419),0.32(  0.01),"[26, 0, 1, 19, 28, 24, 1]",Brazilian Indexes
FBZ,2026-07-02,5 (54),-0.32(-0.42),0.29(-0.00),0.19(-0.29),-0.0022(-0.0090),-0.0014(-0.0040),-2.9647( -6.2647),0.40(  0.00),"[0, 0, 0, 28, 54, 13, 5]",All Stocks
FBZ,2026-07-02,5 (54),-0.32(-0.42),0.29(-0.00),0.19(-0.29),-0.0022(-0.0090),-0.0014(-0.0040),-2.9647( -6.2647),0.40(  0.00),"[0, 0, 0, 28, 54, 13, 5]",Indexes
FBZ,2026-07-02,5 (54),-0.32(-0.42),0.29(-0.00),0.19(-0.29),-0.0022(-0.0090),-0.0014(-0.0040),-2.9647( -6.2647),0.40(  0.00),"[0, 0, 0, 28, 54, 13, 5]",Brazilian Indexes
FLBR,2026-07-02,70 (76),-1.00(-1.13),-0.66(-1.42),-1.00(-1.99),0.0017( 0.0014),0.0090( 0.0055),3.8043(  0.4043),0.02( -0.58),"[2, 1, 2, 24, 21, 25, 26]",All Stocks
FLBR,2026-07-02,70 (76),-1.00(-1.13),-0.66(-1.42),-1.00(-1.99),0.0017( 0.0014),0.0090( 0.0055),3.8043(  0.4043),0.02( -0.58),"[2, 1, 2, 24, 21, 25, 26]",Indexes
FLBR,2026-07-02,70 (76),-1.00(-1.13),-0.66(-1.42),-1.00(-1.99),0.0017( 0.0014),0.0090( 0.0055),3.8043(  0.4043),0.02( -0.58),"[2, 1, 2, 24, 21, 25, 26]",Brazilian Indexes
GGBR3,2026-07-03,47 (42),0.60( 0.50),1.00( 0.90),-1.00(-1.10),0.0028( 0.0008),0.0037( 0.0004),-4.2827( -7.5827),0.00( -0.64),"[0, 0, 0, 17, 30, 24, 29]",All Stocks
GGBR3,2026-07-03,47 (42),0.60( 0.50),1.00( 0.90),-1.00(-1.10),0.0028( 0.0008),0.0037( 0.0004),-4.2827( -7.5827),0.00( -0.64),"[0, 0, 0, 17, 30, 24, 29]",Stocks to buy
GGBR4,2026-07-03,14 (36),-0.70(-0.80),-0.90(-1.64),-1.00(-1.92),0.0032( 0.0026),0.0054(-0.0032),-4.8008( -6.7008),0.01( -0.07),"[0, 1, 1, 14, 12, 34, 36]",All Stocks
GOAU3,2026-07-03,50 (50),-0.46(-0.56),1.00( 0.90),-1.00(-1.10),0.0045( 0.0044),0.0082( 0.0018),-6.6109( -7.6109),0.01( -0.59),"[0, 0, 0, 3, 47, 3, 47]",All Stocks
GOAU3,2026-07-03,50 (50),-0.46(-0.56),1.00( 0.90),-1.00(-1.10),0.0045( 0.0044),0.0082( 0.0018),-6.6109( -7.6109),0.01( -0.59),"[0, 0, 0, 3, 47, 3, 47]",Stocks to buy
GOAU4,2026-07-03,22 (50),-0.23(-0.34),0.91( 0.54),1.00( 0.90),0.0022( 0.0018),-0.0151(-0.0168),-3.9345( -6.4345),0.01( -0.45),"[4, 16, 3, 3, 4, 19, 50]",All Stocks
GOOG,2026-07-02,57 (42),-1.00(-1.10),1.00( 0.90),1.00( 0.90),0.0164( 0.0163),0.0118( 0.0074),-2.7937( -6.1937),0.01( -0.63),"[0, 0, 0, 25, 32, 1, 42]",All Stocks
GOOG,2026-07-02,57 (42),-1.00(-1.10),1.00( 0.90),1.00( 0.90),0.0164( 0.0163),0.0118( 0.0074),-2.7937( -6.1937),0.01( -0.63),"[0, 0, 0, 25, 32, 1, 42]",Stocks to buy
GOOG,2026-07-02,57 (42),-1.00(-1.10),1.00( 0.90),1.00( 0.90),0.0164( 0.0163),0.0118( 0.0074),-2.7937( -6.1937),0.01( -0.63),"[0, 0, 0, 25, 32, 1, 42]",American stocks
GOOG,2026-07-02,57 (42),-1.00(-1.10),1.00( 0.90),1.00( 0.90),0.0164( 0.0163),0.0118( 0.0074),-2.7937( -6.1937),0.01( -0.63),"[0, 0, 0, 25, 32, 1, 42]",Technology
GOOGL,2026-07-02,34 (57),-0.02(-0.13),1.00( 0.90),-1.00(-1.90),0.0049(-0.0008),0.0113( 0.0024),-0.5274( -2.1274),0.44(  0.43),"[2, 0, 23, 40, 34, 2, 0]",All Stocks
GOOGL,2026-07-02,34 (57),-0.02(-0.13),1.00( 0.90),-1.00(-1.90),0.0049(-0.0008),0.0113( 0.0024),-0.5274( -2.1274),0.44(  0.43),"[2, 0, 23, 40, 34, 2, 0]",Technology
GS,2026-07-02,40 (41),0.98( 0.05),1.00( 0.01),1.00( 0.90),-0.0040(-0.0052),0.0003(-0.0007),-4.7387( -5.7387),0.47(  0.46),"[28, 12, 0, 1, 33, 27, 0]",All Stocks
GS,2026-07-02,40 (41),0.98( 0.05),1.00( 0.01),1.00( 0.90),-0.0040(-0.0052),0.0003(-0.0007),-4.7387( -5.7387),0.47(  0.46),"[28, 12, 0, 1, 33, 27, 0]",Finance
HSBC,2026-07-02,75 (65),-0.33(-0.43),-0.87(-1.62),1.00( 0.88),0.0029( 0.0025),0.0001(-0.0003),-1.7528( -9.0528),0.07(  0.06),"[0, 6, 5, 65, 5, 14, 5]",All Stocks
HSBC,2026-07-02,75 (65),-0.33(-0.43),-0.87(-1.62),1.00( 0.88),0.0029( 0.0025),0.0001(-0.0003),-1.7528( -9.0528),0.07(  0.06),"[0, 6, 5, 65, 5, 14, 5]",Stocks to buy
HSBC,2026-07-02,75 (65),-0.33(-0.43),-0.87(-1.62),1.00( 0.88),0.0029( 0.0025),0.0001(-0.0003),-1.7528( -9.0528),0.07(  0.06),"[0, 6, 5, 65, 5, 14, 5]",STRONG BUY
HSBC,2026-07-02,75 (65),-0.33(-0.43),-0.87(-1.62),1.00( 0.88),0.0029( 0.0025),0.0001(-0.0003),-1.7528( -9.0528),0.07(  0.06),"[0, 6, 5, 65, 5, 14, 5]",American stocks
HSBC,2026-07-02,75 (65),-0.33(-0.43),-0.87(-1.62),1.00( 0.88),0.0029( 0.0025),0.0001(-0.0003),-1.7528( -9.0528),0.07(  0.06),"[0, 6, 5, 65, 5, 14, 5]",Finance
HYPE3,2026-07-03,0 (75),-0.73(-0.83),-0.98(-1.08),-1.00(-1.10),-0.0033(-0.0206),-0.0028(-0.0078),4.8045( -3.1955),0.07( -0.71),"[0, 0, 0, 0, 55, 26, 19]",All Stocks
INTC,2026-07-02,46 (19),-1.00(-1.10),-1.00(-1.61),-1.00(-1.10),-0.0056(-0.0057),0.0129( 0.0085),1.0410(  0.0410),0.34(  0.05),"[14, 16, 14, 10, 19, 15, 13]",All Stocks
INTC,2026-07-02,46 (19),-1.00(-1.10),-1.00(-1.61),-1.00(-1.10),-0.0056(-0.0057),0.0129( 0.0085),1.0410(  0.0410),0.34(  0.05),"[14, 16, 14, 10, 19, 15, 13]",Stocks to buy
INTC,2026-07-02,46 (19),-1.00(-1.10),-1.00(-1.61),-1.00(-1.10),-0.0056(-0.0057),0.0129( 0.0085),1.0410(  0.0410),0.34(  0.05),"[14, 16, 14, 10, 19, 15, 13]",American stocks
INTC,2026-07-02,46 (19),-1.00(-1.10),-1.00(-1.61),-1.00(-1.10),-0.0056(-0.0057),0.0129( 0.0085),1.0410(  0.0410),0.34(  0.05),"[14, 16, 14, 10, 19, 15, 13]",Technology
IRBR3,2026-07-03,0 (38),-0.92(-1.02),1.00( 0.90),-1.00(-1.10),0.0088(-0.0004),-0.0080(-0.0102),3.4144( -2.0856),0.43( -0.09),"[0, 0, 0, 34, 38, 2, 26]",All Stocks
ITSA3,2026-07-03,99 (68),-0.43(-0.57),0.98( 0.01),-1.00(-1.10),0.0024( 0.0016),0.0047( 0.0027),7.2898(  5.1898),0.46(  0.01),"[1, 30, 0, 32, 3, 3, 31]",All Stocks
ITSA3,2026-07-03,99 (68),-0.43(-0.57),0.98( 0.01),-1.00(-1.10),0.0024( 0.0016),0.0047( 0.0027),7.2898(  5.1898),0.46(  0.01),"[1, 30, 0, 32, 3, 3, 31]",Stocks to buy
ITSA3,2026-07-03,99 (68),-0.43(-0.57),0.98( 0.01),-1.00(-1.10),0.0024( 0.0016),0.0047( 0.0027),7.2898(  5.1898),0.46(  0.01),"[1, 30, 0, 32, 3, 3, 31]",STRONG BUY
ITSA3,2026-07-03,99 (68),-0.43(-0.57),0.98( 0.01),-1.00(-1.10),0.0024( 0.0016),0.0047( 0.0027),7.2898(  5.1898),0.46(  0.01),"[1, 30, 0, 32, 3, 3, 31]",Finance
ITSA3,2026-07-03,99 (68),-0.43(-0.57),0.98( 0.01),-1.00(-1.10),0.0024( 0.0016),0.0047( 0.0027),7.2898(  5.1898),0.46(  0.01),"[1, 30, 0, 32, 3, 3, 31]",Brazilian Finance
ITSA4,2026-07-03,86 (70),-0.43(-1.22),-0.97(-1.66),-1.00(-1.10),0.0037( 0.0032),0.0170( 0.0123),6.1266(  3.7266),0.98(  0.95),"[4, 8, 2, 5, 5, 6, 70]",All Stocks
ITSA4,2026-07-03,86 (70),-0.43(-1.22),-0.97(-1.66),-1.00(-1.10),0.0037( 0.0032),0.0170( 0.0123),6.1266(  3.7266),0.98(  0.95),"[4, 8, 2, 5, 5, 6, 70]",Stocks to buy
ITSA4,2026-07-03,86 (70),-0.43(-1.22),-0.97(-1.66),-1.00(-1.10),0.0037( 0.0032),0.0170( 0.0123),6.1266(  3.7266),0.98(  0.95),"[4, 8, 2, 5, 5, 6, 70]",STRONG BUY
ITSA4,2026-07-03,86 (70),-0.43(-1.22),-0.97(-1.66),-1.00(-1.10),0.0037( 0.0032),0.0170( 0.0123),6.1266(  3.7266),0.98(  0.95),"[4, 8, 2, 5, 5, 6, 70]",Finance
ITSA4,2026-07-03,86 (70),-0.43(-1.22),-0.97(-1.66),-1.00(-1.10),0.0037( 0.0032),0.0170( 0.0123),6.1266(  3.7266),0.98(  0.95),"[4, 8, 2, 5, 5, 6, 70]",Brazilian Finance
ITUB,2026-07-02,65 (72),-0.70(-0.80),0.99( 0.89),1.00( 0.90),0.0043( 0.0029),0.0090(-0.0015),6.3855(  1.1855),0.39(  0.02),"[0, 0, 0, 29, 35, 25, 12]",All Stocks
ITUB,2026-07-02,65 (72),-0.70(-0.80),0.99( 0.89),1.00( 0.90),0.0043( 0.0029),0.0090(-0.0015),6.3855(  1.1855),0.39(  0.02),"[0, 0, 0, 29, 35, 25, 12]",Brazilian biggest stocks
ITUB,2026-07-02,65 (72),-0.70(-0.80),0.99( 0.89),1.00( 0.90),0.0043( 0.0029),0.0090(-0.0015),6.3855(  1.1855),0.39(  0.02),"[0, 0, 0, 29, 35, 25, 12]",ADRs
ITUB,2026-07-02,65 (72),-0.70(-0.80),0.99( 0.89),1.00( 0.90),0.0043( 0.0029),0.0090(-0.0015),6.3855(  1.1855),0.39(  0.02),"[0, 0, 0, 29, 35, 25, 12]",Finance
ITUB,2026-07-02,65 (72),-0.70(-0.80),0.99( 0.89),1.00( 0.90),0.0043( 0.0029),0.0090(-0.0015),6.3855(  1.1855),0.39(  0.02),"[0, 0, 0, 29, 35, 25, 12]",Brazilian Finance
ITUB4,2026-07-03,44 (58),0.35( 0.07),-0.98(-1.08),-1.00(-1.10),0.0051( 0.0047),0.0070( 0.0052),5.7389(  4.6389),0.40( -0.00),"[2, 0, 0, 26, 13, 3, 56]",All Stocks
ITUB4,2026-07-03,44 (58),0.35( 0.07),-0.98(-1.08),-1.00(-1.10),0.0051( 0.0047),0.0070( 0.0052),5.7389(  4.6389),0.40( -0.00),"[2, 0, 0, 26, 13, 3, 56]",Brazilian biggest stocks
ITUB4,2026-07-03,44 (58),0.35( 0.07),-0.98(-1.08),-1.00(-1.10),0.0051( 0.0047),0.0070( 0.0052),5.7389(  4.6389),0.40( -0.00),"[2, 0, 0, 26, 13, 3, 56]",Finance
ITUB4,2026-07-03,44 (58),0.35( 0.07),-0.98(-1.08),-1.00(-1.10),0.0051( 0.0047),0.0070( 0.0052),5.7389(  4.6389),0.40( -0.00),"[2, 0, 0, 26, 13, 3, 56]",Brazilian Finance
IVVB1,2026-07-03,0 (31),-0.05(-0.56),0.56(-0.19),-1.00(-1.10),-0.0006(-0.0009),0.0008(-0.0063),-0.5709( -3.4709),0.04( -0.04),"[14, 9, 0, 8, 29, 31, 9]",All Stocks
IVVB1,2026-07-03,0 (31),-0.05(-0.56),0.56(-0.19),-1.00(-1.10),-0.0006(-0.0009),0.0008(-0.0063),-0.5709( -3.4709),0.04( -0.04),"[14, 9, 0, 8, 29, 31, 9]",Indexes
JNJ,2026-07-02,87 (63),-1.00(-1.10),-0.90(-1.12),1.00( 0.90),0.0014( 0.0013),0.0012( 0.0010),7.4878(  6.2878),0.43(  0.42),"[6, 7, 0, 63, 14, 11, 0]",All Stocks
JNJ,2026-07-02,87 (63),-1.00(-1.10),-0.90(-1.12),1.00( 0.90),0.0014( 0.0013),0.0012( 0.0010),7.4878(  6.2878),0.43(  0.42),"[6, 7, 0, 63, 14, 11, 0]",Stocks to buy
JNJ,2026-07-02,87 (63),-1.00(-1.10),-0.90(-1.12),1.00( 0.90),0.0014( 0.0013),0.0012( 0.0010),7.4878(  6.2878),0.43(  0.42),"[6, 7, 0, 63, 14, 11, 0]",STRONG BUY
JNJ,2026-07-02,87 (63),-1.00(-1.10),-0.90(-1.12),1.00( 0.90),0.0014( 0.0013),0.0012( 0.0010),7.4878(  6.2878),0.43(  0.42),"[6, 7, 0, 63, 14, 11, 0]",American stocks
JNJ,2026-07-02,87 (63),-1.00(-1.10),-0.90(-1.12),1.00( 0.90),0.0014( 0.0013),0.0012( 0.0010),7.4878(  6.2878),0.43(  0.42),"[6, 7, 0, 63, 14, 11, 0]",Health
JPM,2026-07-02,57 (81),0.09(-0.07),0.96( 0.86),0.96( 0.08),0.0014(-0.0005),0.0066( 0.0041),1.2879( -0.9121),0.30(  0.29),"[19, 0, 10, 24, 45, 0, 2]",All Stocks
JPM,2026-07-02,57 (81),0.09(-0.07),0.96( 0.86),0.96( 0.08),0.0014(-0.0005),0.0066( 0.0041),1.2879( -0.9121),0.30(  0.29),"[19, 0, 10, 24, 45, 0, 2]",Finance
KLBN1,2026-07-03,26 (31),-0.41(-0.51),0.96(-0.01),1.00( 0.00),0.0037( 0.0035),0.0046( 0.0033),-3.1038( -7.6038),0.06( -0.62),"[2, 13, 22, 1, 4, 28, 31]",All Stocks
KLBN3,2026-07-03,11 (57),0.76(-0.04),0.99(-0.00),1.00( 0.01),0.0011(-0.0030),0.0102(-0.0043),0.1294( -3.9706),0.35( -0.02),"[27, 22, 11, 4, 20, 15, 1]",All Stocks
KLBN4,2026-07-03,67 (68),0.15( 0.05),-1.00(-1.10),1.00( 0.90),0.0036( 0.0015),0.0055( 0.0010),-2.7105( -3.8105),0.50(  0.06),"[42, 0, 0, 19, 3, 33, 3]",All Stocks
KO,2026-07-02,82 (48),-0.75(-0.85),-0.93(-1.33),-1.00(-1.17),0.0022( 0.0021),0.0006( 0.0004),6.3658( -0.2342),0.50(  0.08),"[0, 4, 4, 3, 39, 10, 41]",All Stocks
KO,2026-07-02,82 (48),-0.75(-0.85),-0.93(-1.33),-1.00(-1.17),0.0022( 0.0021),0.0006( 0.0004),6.3658( -0.2342),0.50(  0.08),"[0, 4, 4, 3, 39, 10, 41]",Stocks to buy
KO,2026-07-02,82 (48),-0.75(-0.85),-0.93(-1.33),-1.00(-1.17),0.0022( 0.0021),0.0006( 0.0004),6.3658( -0.2342),0.50(  0.08),"[0, 4, 4, 3, 39, 10, 41]",STRONG BUY
KO,2026-07-02,82 (48),-0.75(-0.85),-0.93(-1.33),-1.00(-1.17),0.0022( 0.0021),0.0006( 0.0004),6.3658( -0.2342),0.50(  0.08),"[0, 4, 4, 3, 39, 10, 41]",American stocks
KO,2026-07-02,82 (48),-0.75(-0.85),-0.93(-1.33),-1.00(-1.17),0.0022( 0.0021),0.0006( 0.0004),6.3658( -0.2342),0.50(  0.08),"[0, 4, 4, 3, 39, 10, 41]",Consumer Goods
